Commodity,Date,Unit,Minimum Price,Maximum Price,Average Price,Price Range,Price_Difference,Date_Day
Chilli Green(Bullet),2021-12-22,KG,60,70,65,10,5,22
Chilli Green(Machhe),2021-12-22,KG,90,100,95,10,5,22
Chilli Green(Akbare),2021-12-22,KG,180,200,190,20,10,22
Capsicum,2021-12-22,Kg,70,80,75,10,5,22
Garlic Green,2021-12-22,Kg,60,70,65,10,5,22
Coriander Green,2021-12-22,Kg,120,150,135,30,15,22
Garlic Dry Chinese,2021-12-22,Kg,340,350,345,10,5,22
Garlic Dry Nepali,2021-12-22,Kg,190,200,195,10,5,22
Clive Dry,2021-12-22,Kg,320,350,335,30,15,22
Clive Green,2021-12-22,Kg,100,120,110,20,10,22
Fish Fresh(Rahu),2021-12-22,KG,285,300,292,15,7,22
Fish Fresh(Bachuwa),2021-12-22,KG,235,250,242,15,7,22
Fish Fresh(Chhadi),2021-12-22,KG,240,260,250,20,10,22
Fish Fresh(Mungari),2021-12-22,KG,240,250,245,10,5,22
Tomato Big(Nepali),2021-12-23,Kg,70,80,75,10,5,23
Tomato Big(Indian),2021-12-23,Kg,70,80,75,10,5,23
Tomato Small(Local),2021-12-23,Kg,40,50,45,10,5,23
Tomato Small(Tunnel),2021-12-23,Kg,30,40,35,10,5,23
Tomato Small(Indian),2021-12-23,KG,50,60,55,10,5,23
Tomato Small(Terai),2021-12-23,KG,60,70,65,10,5,23
Potato Red,2021-12-23,Kg,28,32,30,4,2,23
Potato Red(Indian),2021-12-23,KG,18,20,19,2,1,23
Potato White,2021-12-23,Kg,24,26,25,2,1,23
Onion Dry (Indian),2021-12-23,Kg,50,53,51,3,1,23
Carrot(Local),2021-12-23,Kg,100,110,105,10,5,23
Carrot(Terai),2021-12-23,Kg,80,90,85,10,5,23
Cabbage(Local),2021-12-23,Kg,40,50,45,10,5,23
Cabbage(Terai),2021-12-23,Kg,40,50,45,10,5,23
Cabbage,2021-12-23,Kg,40,50,45,10,5,23
Cauli Local,2021-12-23,Kg,40,50,45,10,5,23
Cauli Local(Jyapu),2021-12-23,Kg,60,70,65,10,5,23
Raddish Red,2021-12-23,Kg,50,60,55,10,5,23
Raddish White(Local),2021-12-23,Kg,30,40,35,10,5,23
Raddish White(Hybrid),2021-12-23,Kg,40,50,45,10,5,23
Brinjal Long,2021-12-23,Kg,30,40,35,10,5,23
Brinjal Round,2021-12-23,Kg,30,40,35,10,5,23
Cow pea(Long),2021-12-23,Kg,70,80,75,10,5,23
Cowpea(Short),2021-12-23,Kg,50,60,55,10,5,23
Green Peas,2021-12-23,Kg,70,80,75,10,5,23
French Bean(Local),2021-12-23,Kg,70,80,75,10,5,23
French Bean(Hybrid),2021-12-23,Kg,70,80,75,10,5,23
French Bean(Rajma),2021-12-23,Kg,90,100,95,10,5,23
Sword Bean,2021-12-23,Kg,50,60,55,10,5,23
Bitter Gourd,2021-12-23,Kg,90,100,95,10,5,23
Bottle Gourd,2021-12-23,Kg,50,60,55,10,5,23
Smooth Gourd,2021-12-23,Kg,100,120,110,20,10,23
Pumpkin,2021-12-23,Kg,25,30,27,5,2,23
Squash(Long),2021-12-23,Kg,40,50,45,10,5,23
Squash(Round),2021-12-23,Kg,40,50,45,10,5,23
Turnip,2021-12-23,Kg,60,70,65,10,5,23
Okara,2021-12-23,Kg,120,130,125,10,5,23
Sweet Potato,2021-12-23,Kg,70,80,75,10,5,23
Barela,2021-12-23,Kg,50,60,55,10,5,23
Arum,2021-12-23,Kg,50,60,55,10,5,23
Christophine,2021-12-23,Kg,20,30,25,10,5,23
Brd Leaf Mustard,2021-12-23,Kg,30,40,35,10,5,23
Spinach Leaf,2021-12-23,Kg,100,110,105,10,5,23
Cress Leaf,2021-12-23,Kg,100,110,105,10,5,23
Mustard Leaf,2021-12-23,Kg,40,50,45,10,5,23
Fenugreek Leaf,2021-12-23,Kg,100,110,105,10,5,23
Onion Green,2021-12-23,Kg,50,60,55,10,5,23
Bakula,2021-12-23,Kg,110,120,115,10,5,23
Yam,2021-12-23,Kg,50,60,55,10,5,23
Mushroom(Kanya),2021-12-23,Kg,250,280,265,30,15,23
Mushroom(Button),2021-12-23,KG,300,350,325,50,25,23
Asparagus,2021-12-23,Kg,1800,2000,1900,200,100,23
Brocauli,2021-12-23,Kg,70,80,75,10,5,23
Sugarbeet,2021-12-23,Kg,80,90,85,10,5,23
Red Cabbbage,2021-12-23,Kg,200,250,225,50,25,23
Lettuce,2021-12-23,Kg,140,150,145,10,5,23
Knolkhol,2021-12-23,Kg,80,90,85,10,5,23
Celery,2021-12-23,Kg,350,400,375,50,25,23
Parseley,2021-12-23,Kg,400,500,450,100,50,23
Fennel Leaf,2021-12-23,Kg,100,110,105,10,5,23
Mint,2021-12-23,Kg,700,800,750,100,50,23
Turnip A,2021-12-23,Kg,70,80,75,10,5,23
Tamarind,2021-12-23,Kg,140,150,145,10,5,23
Bamboo Shoot,2021-12-23,Kg,90,100,95,10,5,23
Tofu,2021-12-23,Kg,90,100,95,10,5,23
Gundruk,2021-12-23,Kg,200,250,225,50,25,23
Apple(Jholey),2021-12-23,Kg,180,200,190,20,10,23
Apple(Fuji),2021-12-23,KG,250,280,265,30,15,23
Banana,2021-12-23,Doz,90,100,95,10,5,23
Lime,2021-12-23,Kg,90,100,95,10,5,23
Pomegranate,2021-12-23,Kg,300,400,350,100,50,23
Grapes(Green),2021-12-23,Kg,300,320,310,20,10,23
Grapes(Black),2021-12-23,Kg,450,500,475,50,25,23
Orange(Nepali),2021-12-23,Kg,120,130,125,10,5,23
Orange(Indian),2021-12-23,Kg,100,110,105,10,5,23
Water Melon(Green),2021-12-23,Kg,90,100,95,10,5,23
Sweet Orange,2021-12-23,Kg,120,130,125,10,5,23
Mandarin,2021-12-23,Kg,250,300,275,50,25,23
Pineapple,2021-12-23,1 Pc,120,130,125,10,5,23
Cucumber(Local),2021-12-23,Kg,80,90,85,10,5,23
Cucumber(Hybrid),2021-12-23,KG,50,60,55,10,5,23
Jack Fruit,2021-12-23,Kg,90,100,95,10,5,23
Lemon,2021-12-23,Kg,50,60,55,10,5,23
Pear(Chinese),2021-12-23,Kg,220,250,235,30,15,23
Papaya(Nepali),2021-12-23,Kg,80,90,85,10,5,23
Papaya(Indian),2021-12-23,Kg,90,100,95,10,5,23
Guava,2021-12-23,Kg,110,120,115,10,5,23
Mombin,2021-12-23,Kg,80,90,85,10,5,23
Sugarcane,2021-12-23,1 Pc,90,100,95,10,5,23
Kinnow,2021-12-23,Kg,120,150,135,30,15,23
Strawberry,2021-12-23,Kg,500,550,525,50,25,23
Kiwi,2021-12-23,Kg,300,350,325,50,25,23
Avocado,2021-12-23,Kg,300,350,325,50,25,23
Amla,2021-12-23,Kg,70,80,75,10,5,23
Ginger,2021-12-23,Kg,30,40,35,10,5,23
Chilli Dry,2021-12-23,Kg,300,310,305,10,5,23
Chilli Green,2021-12-23,Kg,60,70,65,10,5,23
Chilli Green(Bullet),2021-12-23,KG,70,80,75,10,5,23
Chilli Green(Machhe),2021-12-23,KG,70,80,75,10,5,23
Chilli Green(Akbare),2021-12-23,KG,180,200,190,20,10,23
Capsicum,2021-12-23,Kg,80,90,85,10,5,23
Garlic Green,2021-12-23,Kg,70,80,75,10,5,23
Coriander Green,2021-12-23,Kg,120,150,135,30,15,23
Garlic Dry Chinese,2021-12-23,Kg,330,340,335,10,5,23
Garlic Dry Nepali,2021-12-23,Kg,190,200,195,10,5,23
Clive Dry,2021-12-23,Kg,320,350,335,30,15,23
Clive Green,2021-12-23,Kg,100,120,110,20,10,23
Fish Fresh(Rahu),2021-12-23,KG,285,300,292,15,7,23
Fish Fresh(Bachuwa),2021-12-23,KG,235,250,242,15,7,23
Fish Fresh(Chhadi),2021-12-23,KG,240,260,250,20,10,23
Fish Fresh(Mungari),2021-12-23,KG,240,250,245,10,5,23
Tomato Big(Nepali),2021-12-24,Kg,70,80,75,10,5,24
Tomato Big(Indian),2021-12-24,Kg,70,80,75,10,5,24
Tomato Small(Local),2021-12-24,Kg,35,45,40,10,5,24
Tomato Small(Tunnel),2021-12-24,Kg,30,40,35,10,5,24
Tomato Small(Indian),2021-12-24,KG,50,60,55,10,5,24
Tomato Small(Terai),2021-12-24,KG,55,65,60,10,5,24
Potato Red,2021-12-24,Kg,25,30,27,5,2,24
Potato Red(Indian),2021-12-24,KG,20,22,21,2,1,24
Potato White,2021-12-24,Kg,20,25,22,5,2,24
Onion Dry (Indian),2021-12-24,Kg,50,54,52,4,2,24
Carrot(Local),2021-12-24,Kg,110,120,115,10,5,24
Carrot(Terai),2021-12-24,Kg,70,80,75,10,5,24
Cabbage(Local),2021-12-24,Kg,40,50,45,10,5,24
Cabbage(Terai),2021-12-24,Kg,40,50,45,10,5,24
Cabbage,2021-12-24,Kg,40,50,45,10,5,24
Cauli Local,2021-12-24,Kg,40,50,45,10,5,24
Cauli Local(Jyapu),2021-12-24,Kg,55,60,57,5,2,24
Raddish Red,2021-12-24,Kg,50,60,55,10,5,24
Raddish White(Local),2021-12-24,Kg,30,35,32,5,2,24
Raddish White(Hybrid),2021-12-24,Kg,40,50,45,10,5,24
Brinjal Long,2021-12-24,Kg,30,40,35,10,5,24
Brinjal Round,2021-12-24,Kg,30,40,35,10,5,24
Cow pea(Long),2021-12-24,Kg,80,90,85,10,5,24
Cowpea(Short),2021-12-24,Kg,40,50,45,10,5,24
Green Peas,2021-12-24,Kg,70,80,75,10,5,24
French Bean(Local),2021-12-24,Kg,80,90,85,10,5,24
French Bean(Hybrid),2021-12-24,Kg,80,90,85,10,5,24
French Bean(Rajma),2021-12-24,Kg,100,110,105,10,5,24
Sword Bean,2021-12-24,Kg,40,50,45,10,5,24
Bitter Gourd,2021-12-24,Kg,90,100,95,10,5,24
Bottle Gourd,2021-12-24,Kg,50,60,55,10,5,24
Pumpkin,2021-12-24,Kg,25,30,27,5,2,24
Squash(Long),2021-12-24,Kg,30,40,35,10,5,24
Squash(Round),2021-12-24,Kg,30,40,35,10,5,24
Turnip,2021-12-24,Kg,60,70,65,10,5,24
Okara,2021-12-24,Kg,120,140,130,20,10,24
Sweet Potato,2021-12-24,Kg,70,80,75,10,5,24
Barela,2021-12-24,Kg,50,60,55,10,5,24
Arum,2021-12-24,Kg,40,50,45,10,5,24
Christophine,2021-12-24,Kg,20,30,25,10,5,24
Brd Leaf Mustard,2021-12-24,Kg,30,40,35,10,5,24
Spinach Leaf,2021-12-24,Kg,100,110,105,10,5,24
Cress Leaf,2021-12-24,Kg,100,110,105,10,5,24
Mustard Leaf,2021-12-24,Kg,40,50,45,10,5,24
Fenugreek Leaf,2021-12-24,Kg,100,110,105,10,5,24
Onion Green,2021-12-24,Kg,40,50,45,10,5,24
Bakula,2021-12-24,Kg,110,120,115,10,5,24
Yam,2021-12-24,Kg,50,60,55,10,5,24
Mushroom(Kanya),2021-12-24,Kg,280,300,290,20,10,24
Mushroom(Button),2021-12-24,KG,280,300,290,20,10,24
Brocauli,2021-12-24,Kg,80,90,85,10,5,24
Sugarbeet,2021-12-24,Kg,80,90,85,10,5,24
Red Cabbbage,2021-12-24,Kg,200,250,225,50,25,24
Lettuce,2021-12-24,Kg,140,150,145,10,5,24
Knolkhol,2021-12-24,Kg,80,90,85,10,5,24
Celery,2021-12-24,Kg,250,300,275,50,25,24
Parseley,2021-12-24,Kg,500,600,550,100,50,24
Fennel Leaf,2021-12-24,Kg,100,110,105,10,5,24
Mint,2021-12-24,Kg,700,800,750,100,50,24
Turnip A,2021-12-24,Kg,70,80,75,10,5,24
Tamarind,2021-12-24,Kg,140,150,145,10,5,24
Bamboo Shoot,2021-12-24,Kg,80,90,85,10,5,24
Tofu,2021-12-24,Kg,80,90,85,10,5,24
Gundruk,2021-12-24,Kg,200,250,225,50,25,24
Apple(Jholey),2021-12-24,Kg,180,200,190,20,10,24
Apple(Fuji),2021-12-24,KG,250,280,265,30,15,24
Banana,2021-12-24,Doz,90,100,95,10,5,24
Lime,2021-12-24,Kg,90,100,95,10,5,24
Pomegranate,2021-12-24,Kg,300,350,325,50,25,24
Grapes(Green),2021-12-24,Kg,300,320,310,20,10,24
Grapes(Black),2021-12-24,Kg,450,500,475,50,25,24
Orange(Nepali),2021-12-24,Kg,120,140,130,20,10,24
Orange(Indian),2021-12-24,Kg,100,110,105,10,5,24
Water Melon(Green),2021-12-24,Kg,90,100,95,10,5,24
Sweet Orange,2021-12-24,Kg,120,130,125,10,5,24
Mandarin,2021-12-24,Kg,250,300,275,50,25,24
Pineapple,2021-12-24,1 Pc,120,130,125,10,5,24
Cucumber(Local),2021-12-24,Kg,80,100,90,20,10,24
Cucumber(Hybrid),2021-12-24,KG,50,60,55,10,5,24
Jack Fruit,2021-12-24,Kg,130,140,135,10,5,24
Lemon,2021-12-24,Kg,50,60,55,10,5,24
Pear(Chinese),2021-12-24,Kg,220,250,235,30,15,24
Papaya(Nepali),2021-12-24,Kg,80,90,85,10,5,24
Papaya(Indian),2021-12-24,Kg,90,100,95,10,5,24
Guava,2021-12-24,Kg,110,120,115,10,5,24
Mombin,2021-12-24,Kg,80,90,85,10,5,24
Sugarcane,2021-12-24,1 Pc,80,90,85,10,5,24
Kinnow,2021-12-24,Kg,120,130,125,10,5,24
Strawberry,2021-12-24,Kg,500,550,525,50,25,24
Kiwi,2021-12-24,Kg,300,350,325,50,25,24
Avocado,2021-12-24,Kg,300,350,325,50,25,24
Amla,2021-12-24,Kg,70,80,75,10,5,24
Ginger,2021-12-24,Kg,35,45,40,10,5,24
Chilli Dry,2021-12-24,Kg,300,310,305,10,5,24
Chilli Green,2021-12-24,Kg,40,50,45,10,5,24
Chilli Green(Bullet),2021-12-24,KG,50,60,55,10,5,24
Chilli Green(Machhe),2021-12-24,KG,80,90,85,10,5,24
Chilli Green(Akbare),2021-12-24,KG,180,200,190,20,10,24
Capsicum,2021-12-24,Kg,100,110,105,10,5,24
Garlic Green,2021-12-24,Kg,100,120,110,20,10,24
Coriander Green,2021-12-24,Kg,100,120,110,20,10,24
Garlic Dry Chinese,2021-12-24,Kg,310,320,315,10,5,24
Garlic Dry Nepali,2021-12-24,Kg,190,200,195,10,5,24
Clive Dry,2021-12-24,Kg,320,350,335,30,15,24
Clive Green,2021-12-24,Kg,100,120,110,20,10,24
Fish Fresh(Rahu),2021-12-24,KG,285,300,292,15,7,24
Fish Fresh(Bachuwa),2021-12-24,KG,235,250,242,15,7,24
Fish Fresh(Chhadi),2021-12-24,KG,230,250,240,20,10,24
Fish Fresh(Mungari),2021-12-24,KG,230,240,235,10,5,24
Tomato Big(Nepali),2021-12-25,Kg,70,80,75,10,5,25
Tomato Big(Indian),2021-12-25,Kg,70,80,75,10,5,25
Tomato Small(Local),2021-12-25,Kg,35,45,40,10,5,25
Tomato Small(Tunnel),2021-12-25,Kg,30,40,35,10,5,25
Tomato Small(Indian),2021-12-25,KG,50,60,55,10,5,25
Tomato Small(Terai),2021-12-25,KG,50,60,55,10,5,25
Potato Red,2021-12-25,Kg,28,32,30,4,2,25
Potato Red(Indian),2021-12-25,KG,20,22,21,2,1,25
Potato White,2021-12-25,Kg,22,25,23,3,1,25
Onion Dry (Indian),2021-12-25,Kg,50,54,52,4,2,25
Carrot(Local),2021-12-25,Kg,100,120,110,20,10,25
Carrot(Terai),2021-12-25,Kg,70,80,75,10,5,25
Cabbage(Local),2021-12-25,Kg,40,50,45,10,5,25
Cabbage(Terai),2021-12-25,Kg,40,50,45,10,5,25
Cabbage,2021-12-25,Kg,40,50,45,10,5,25
Cauli Local,2021-12-25,Kg,50,60,55,10,5,25
Cauli Local(Jyapu),2021-12-25,Kg,60,70,65,10,5,25
Raddish Red,2021-12-25,Kg,50,60,55,10,5,25
Raddish White(Local),2021-12-25,Kg,25,35,30,10,5,25
Raddish White(Hybrid),2021-12-25,Kg,40,50,45,10,5,25
Brinjal Long,2021-12-25,Kg,30,40,35,10,5,25
Brinjal Round,2021-12-25,Kg,30,40,35,10,5,25
Cow pea(Long),2021-12-25,Kg,90,100,95,10,5,25
Cowpea(Short),2021-12-25,Kg,60,70,65,10,5,25
Green Peas,2021-12-25,Kg,70,80,75,10,5,25
French Bean(Local),2021-12-25,Kg,80,90,85,10,5,25
French Bean(Hybrid),2021-12-25,Kg,80,90,85,10,5,25
French Bean(Rajma),2021-12-25,Kg,100,110,105,10,5,25
Sword Bean,2021-12-25,Kg,50,60,55,10,5,25
Bitter Gourd,2021-12-25,Kg,90,100,95,10,5,25
Bottle Gourd,2021-12-25,Kg,50,60,55,10,5,25
Pointed Gourd(Terai),2021-12-25,Kg,130,140,135,10,5,25
Pumpkin,2021-12-25,Kg,25,30,27,5,2,25
Squash(Long),2021-12-25,Kg,30,40,35,10,5,25
Squash(Round),2021-12-25,Kg,30,40,35,10,5,25
Turnip,2021-12-25,Kg,60,70,65,10,5,25
Okara,2021-12-25,Kg,120,130,125,10,5,25
Sweet Potato,2021-12-25,Kg,60,70,65,10,5,25
Barela,2021-12-25,Kg,50,60,55,10,5,25
Arum,2021-12-25,Kg,40,50,45,10,5,25
Christophine,2021-12-25,Kg,20,30,25,10,5,25
Brd Leaf Mustard,2021-12-25,Kg,30,40,35,10,5,25
Spinach Leaf,2021-12-25,Kg,80,90,85,10,5,25
Cress Leaf,2021-12-25,Kg,80,90,85,10,5,25
Mustard Leaf,2021-12-25,Kg,40,50,45,10,5,25
Fenugreek Leaf,2021-12-25,Kg,80,90,85,10,5,25
Onion Green,2021-12-25,Kg,60,70,65,10,5,25
Bakula,2021-12-25,Kg,90,100,95,10,5,25
Yam,2021-12-25,Kg,50,60,55,10,5,25
Mushroom(Kanya),2021-12-25,Kg,220,250,235,30,15,25
Mushroom(Button),2021-12-25,KG,280,320,300,40,20,25
Brocauli,2021-12-25,Kg,70,80,75,10,5,25
Sugarbeet,2021-12-25,Kg,80,90,85,10,5,25
Red Cabbbage,2021-12-25,Kg,200,250,225,50,25,25
Lettuce,2021-12-25,Kg,180,200,190,20,10,25
Knolkhol,2021-12-25,Kg,80,90,85,10,5,25
Celery,2021-12-25,Kg,300,350,325,50,25,25
Parseley,2021-12-25,Kg,500,600,550,100,50,25
Fennel Leaf,2021-12-25,Kg,80,90,85,10,5,25
Mint,2021-12-25,Kg,600,700,650,100,50,25
Turnip A,2021-12-25,Kg,70,80,75,10,5,25
Tamarind,2021-12-25,Kg,140,150,145,10,5,25
Bamboo Shoot,2021-12-25,Kg,80,90,85,10,5,25
Tofu,2021-12-25,Kg,80,90,85,10,5,25
Gundruk,2021-12-25,Kg,200,250,225,50,25,25
Apple(Jholey),2021-12-25,Kg,180,200,190,20,10,25
Apple(Fuji),2021-12-25,KG,250,280,265,30,15,25
Banana,2021-12-25,Doz,90,100,95,10,5,25
Lime,2021-12-25,Kg,90,100,95,10,5,25
Pomegranate,2021-12-25,Kg,300,350,325,50,25,25
Grapes(Green),2021-12-25,Kg,280,300,290,20,10,25
Grapes(Black),2021-12-25,Kg,450,500,475,50,25,25
Orange(Nepali),2021-12-25,Kg,120,130,125,10,5,25
Orange(Indian),2021-12-25,Kg,100,110,105,10,5,25
Water Melon(Green),2021-12-25,Kg,90,100,95,10,5,25
Sweet Orange,2021-12-25,Kg,120,130,125,10,5,25
Mandarin,2021-12-25,Kg,150,200,175,50,25,25
Pineapple,2021-12-25,1 Pc,120,140,130,20,10,25
Cucumber(Local),2021-12-25,Kg,90,110,100,20,10,25
Cucumber(Hybrid),2021-12-25,KG,60,70,65,10,5,25
Jack Fruit,2021-12-25,Kg,120,130,125,10,5,25
Lemon,2021-12-25,Kg,50,60,55,10,5,25
Pear(Chinese),2021-12-25,Kg,220,250,235,30,15,25
Papaya(Nepali),2021-12-25,Kg,70,80,75,10,5,25
Papaya(Indian),2021-12-25,Kg,80,90,85,10,5,25
Guava,2021-12-25,Kg,110,120,115,10,5,25
Mombin,2021-12-25,Kg,80,90,85,10,5,25
Sugarcane,2021-12-25,1 Pc,90,100,95,10,5,25
Kinnow,2021-12-25,Kg,120,140,130,20,10,25
Strawberry,2021-12-25,Kg,500,550,525,50,25,25
Kiwi,2021-12-25,Kg,300,350,325,50,25,25
Avocado,2021-12-25,Kg,300,350,325,50,25,25
Amla,2021-12-25,Kg,70,80,75,10,5,25
Ginger,2021-12-25,Kg,35,45,40,10,5,25
Chilli Dry,2021-12-25,Kg,300,305,302,5,2,25
Chilli Green,2021-12-25,Kg,50,60,55,10,5,25
Chilli Green(Bullet),2021-12-25,KG,60,70,65,10,5,25
Chilli Green(Machhe),2021-12-25,KG,90,100,95,10,5,25
Chilli Green(Akbare),2021-12-25,KG,180,200,190,20,10,25
Capsicum,2021-12-25,Kg,90,100,95,10,5,25
Garlic Green,2021-12-25,Kg,100,120,110,20,10,25
Coriander Green,2021-12-25,Kg,150,200,175,50,25,25
Garlic Dry Chinese,2021-12-25,Kg,310,320,315,10,5,25
Garlic Dry Nepali,2021-12-25,Kg,190,200,195,10,5,25
Clive Dry,2021-12-25,Kg,320,350,335,30,15,25
Clive Green,2021-12-25,Kg,100,120,110,20,10,25
Fish Fresh(Rahu),2021-12-25,KG,285,300,292,15,7,25
Fish Fresh(Bachuwa),2021-12-25,KG,230,250,240,20,10,25
Fish Fresh(Chhadi),2021-12-25,KG,230,250,240,20,10,25
Fish Fresh(Mungari),2021-12-25,KG,230,240,235,10,5,25
Tomato Big(Nepali),2021-12-26,Kg,70,80,75,10,5,26
Tomato Big(Indian),2021-12-26,Kg,70,80,75,10,5,26
Tomato Small(Local),2021-12-26,Kg,40,50,45,10,5,26
Tomato Small(Tunnel),2021-12-26,Kg,45,55,50,10,5,26
Tomato Small(Indian),2021-12-26,KG,60,70,65,10,5,26
Tomato Small(Terai),2021-12-26,KG,60,70,65,10,5,26
Potato Red,2021-12-26,Kg,28,32,30,4,2,26
Potato Red(Indian),2021-12-26,KG,20,23,21,3,1,26
Potato White,2021-12-26,Kg,22,25,23,3,1,26
Onion Dry (Indian),2021-12-26,Kg,50,54,52,4,2,26
Carrot(Local),2021-12-26,Kg,100,120,110,20,10,26
Carrot(Terai),2021-12-26,Kg,70,80,75,10,5,26
Cabbage(Local),2021-12-26,Kg,40,50,45,10,5,26
Cabbage(Terai),2021-12-26,Kg,40,50,45,10,5,26
Cabbage,2021-12-26,Kg,40,50,45,10,5,26
Cauli Local,2021-12-26,Kg,50,60,55,10,5,26
Cauli Local(Jyapu),2021-12-26,Kg,60,70,65,10,5,26
Raddish Red,2021-12-26,Kg,50,60,55,10,5,26
Raddish White(Local),2021-12-26,Kg,30,35,32,5,2,26
Raddish White(Hybrid),2021-12-26,Kg,40,50,45,10,5,26
Brinjal Long,2021-12-26,Kg,40,50,45,10,5,26
Brinjal Round,2021-12-26,Kg,40,50,45,10,5,26
Cow pea(Long),2021-12-26,Kg,90,100,95,10,5,26
Cowpea(Short),2021-12-26,Kg,60,70,65,10,5,26
Green Peas,2021-12-26,Kg,70,80,75,10,5,26
French Bean(Local),2021-12-26,Kg,100,120,110,20,10,26
French Bean(Hybrid),2021-12-26,Kg,100,120,110,20,10,26
French Bean(Rajma),2021-12-26,Kg,100,120,110,20,10,26
Sword Bean,2021-12-26,Kg,50,60,55,10,5,26
Bitter Gourd,2021-12-26,Kg,90,100,95,10,5,26
Bottle Gourd,2021-12-26,Kg,50,60,55,10,5,26
Pointed Gourd(Local),2021-12-26,Kg,130,140,135,10,5,26
Pointed Gourd(Terai),2021-12-26,Kg,130,140,135,10,5,26
Pumpkin,2021-12-26,Kg,20,30,25,10,5,26
Squash(Long),2021-12-26,Kg,40,50,45,10,5,26
Squash(Round),2021-12-26,Kg,40,50,45,10,5,26
Turnip,2021-12-26,Kg,60,70,65,10,5,26
Okara,2021-12-26,Kg,120,130,125,10,5,26
Sweet Potato,2021-12-26,Kg,60,70,65,10,5,26
Barela,2021-12-26,Kg,70,80,75,10,5,26
Arum,2021-12-26,Kg,40,50,45,10,5,26
Christophine,2021-12-26,Kg,20,25,22,5,2,26
Brd Leaf Mustard,2021-12-26,Kg,30,40,35,10,5,26
Spinach Leaf,2021-12-26,Kg,80,90,85,10,5,26
Cress Leaf,2021-12-26,Kg,80,90,85,10,5,26
Mustard Leaf,2021-12-26,Kg,40,50,45,10,5,26
Fenugreek Leaf,2021-12-26,Kg,80,90,85,10,5,26
Onion Green,2021-12-26,Kg,50,60,55,10,5,26
Bakula,2021-12-26,Kg,100,120,110,20,10,26
Yam,2021-12-26,Kg,50,60,55,10,5,26
Mushroom(Kanya),2021-12-26,Kg,220,250,235,30,15,26
Mushroom(Button),2021-12-26,KG,280,320,300,40,20,26
Brocauli,2021-12-26,Kg,70,80,75,10,5,26
Sugarbeet,2021-12-26,Kg,80,90,85,10,5,26
Red Cabbbage,2021-12-26,Kg,200,250,225,50,25,26
Lettuce,2021-12-26,Kg,180,200,190,20,10,26
Knolkhol,2021-12-26,Kg,80,90,85,10,5,26
Celery,2021-12-26,Kg,300,350,325,50,25,26
Parseley,2021-12-26,Kg,500,600,550,100,50,26
Fennel Leaf,2021-12-26,Kg,80,90,85,10,5,26
Mint,2021-12-26,Kg,600,700,650,100,50,26
Turnip A,2021-12-26,Kg,70,80,75,10,5,26
Tamarind,2021-12-26,Kg,140,150,145,10,5,26
Bamboo Shoot,2021-12-26,Kg,80,90,85,10,5,26
Tofu,2021-12-26,Kg,80,90,85,10,5,26
Gundruk,2021-12-26,Kg,350,400,375,50,25,26
Apple(Jholey),2021-12-26,Kg,180,200,190,20,10,26
Apple(Fuji),2021-12-26,KG,250,280,265,30,15,26
Banana,2021-12-26,Doz,90,100,95,10,5,26
Lime,2021-12-26,Kg,90,100,95,10,5,26
Pomegranate,2021-12-26,Kg,300,350,325,50,25,26
Grapes(Green),2021-12-26,Kg,280,300,290,20,10,26
Grapes(Black),2021-12-26,Kg,450,500,475,50,25,26
Orange(Nepali),2021-12-26,Kg,120,130,125,10,5,26
Orange(Indian),2021-12-26,Kg,100,120,110,20,10,26
Water Melon(Green),2021-12-26,Kg,90,100,95,10,5,26
Sweet Orange,2021-12-26,Kg,120,130,125,10,5,26
Mandarin,2021-12-26,Kg,150,200,175,50,25,26
Pineapple,2021-12-26,1 Pc,130,140,135,10,5,26
Cucumber(Local),2021-12-26,Kg,100,120,110,20,10,26
Cucumber(Hybrid),2021-12-26,KG,50,60,55,10,5,26
Jack Fruit,2021-12-26,Kg,120,130,125,10,5,26
Lemon,2021-12-26,Kg,50,60,55,10,5,26
Pear(Chinese),2021-12-26,Kg,220,250,235,30,15,26
Papaya(Nepali),2021-12-26,Kg,70,80,75,10,5,26
Papaya(Indian),2021-12-26,Kg,80,90,85,10,5,26
Guava,2021-12-26,Kg,110,120,115,10,5,26
Mombin,2021-12-26,Kg,90,100,95,10,5,26
Sugarcane,2021-12-26,1 Pc,90,100,95,10,5,26
Kinnow,2021-12-26,Kg,120,140,130,20,10,26
Strawberry,2021-12-26,Kg,500,550,525,50,25,26
Kiwi,2021-12-26,Kg,300,350,325,50,25,26
Avocado,2021-12-26,Kg,300,350,325,50,25,26
Amla,2021-12-26,Kg,70,80,75,10,5,26
Ginger,2021-12-26,Kg,35,45,40,10,5,26
Chilli Dry,2021-12-26,Kg,300,310,305,10,5,26
Chilli Green,2021-12-26,Kg,50,60,55,10,5,26
Chilli Green(Bullet),2021-12-26,KG,60,70,65,10,5,26
Chilli Green(Machhe),2021-12-26,KG,80,90,85,10,5,26
Chilli Green(Akbare),2021-12-26,KG,180,200,190,20,10,26
Capsicum,2021-12-26,Kg,90,100,95,10,5,26
Garlic Green,2021-12-26,Kg,80,90,85,10,5,26
Coriander Green,2021-12-26,Kg,100,120,110,20,10,26
Garlic Dry Chinese,2021-12-26,Kg,300,320,310,20,10,26
Garlic Dry Nepali,2021-12-26,Kg,190,200,195,10,5,26
